
165687,3.11,0.00,0.00
#682597,3.11,0.00,0.00
682603,3.11,0.00,0.00
2608,3.11,0.00,0.00
682613,3.11,0.00,0.00
682617,3.11,0.00,0.00
682623,3.12,0.00,0.00
682628,3.11,0.00,0.00
682633,3.11,-1.53,0.00
682637,3.11,0.00,0.00
682643,3.11,0.00,0.00
682648,3.11,-1.53,0.00
682653,3.11,0.00,0.00
682657,3.11,-1.53,0.00
682663,3.11,0.00,0.00
682668,3.11,-1.53,0.00
682673,3.11,-1.53,0.00
682677,3.11,-1.53,0.00
682683,3.11,0.00,0.00
682688,3.11,0.00,0.00
682693,3.11,0.00,0.00
682697,3.11,0.00,0.00
682703,3.11,0.00,0.00
682708,3.11,0.00,0.00
682713,3.11,0.00,0.00
682717,3.12,0.00,0.00
682723,3.11,0.00,0.00
682728,3.11,0.00,0.00
682733,3.11,0.00,0.00
682737,3.11,0.00,0.00
682743,3.11,0.00,0.00
682748,3.11,0.00,0.00
682753,3.11,0.00,0.00
682757,3.11,0.00,0.00
682763,3.11,0.00,0.00
682768,3.11,0.00,0.00
682773,3.11,0.00,0.00
682777,3.11,0.00,0.00
682783,3.11,0.00,0.00
682788,3.11,0.00,0.00
682793,3.11,0.00,0.00
682797,3.11,0.00,0.00
682803,3.11,0.00,0.00
682808,3.11,0.00,0.00
682813,3.11,0.00,0.00
682817,3.11,0.00,0.00
682823,3.11,0.00,0.00
682828,3.11,0.00,0.00
682833,3.11,-1.53,0.00
682837,3.11,0.00,0.00
682843,3.11,0.00,0.00
682848,3.12,0.00,0.00
682853,3.11,0.00,0.00
682857,3.11,-1.53,0.00
682863,3.11,0.00,0.00
682868,3.11,0.00,0.00
682873,3.11,0.00,0.00
682877,3.11,0.00,0.00
682883,3.11,0.00,0.00
682888,3.11,0.00,0.00
682893,3.11,0.00,0.00
682897,3.11,0.00,0.00
682903,3.11,0.00,0.00
682908,3.11,0.00,0.00
682913,3.11,0.00,0.00
682917,3.11,-1.53,0.00
682923,3.11,0.00,0.00
682928,3.11,0.00,0.00
682933,3.11,0.00,0.00
682937,3.11,-1.53,0.00
682943,3.11,0.00,0.00
682948,3.11,0.00,0.00
682953,3.11,0.00,0.00
682957,3.11,0.00,0.00
682963,3.12,1.53,0.00
682968,3.11,0.00,0.00
682973,3.11,0.00,0.00
682977,3.11,0.00,0.00
682983,3.11,0.00,0.00
682988,3.11,0.00,0.00
682993,3.11,0.00,0.00
682997,3.11,0.00,0.00
683003,3.11,0.00,0.00
683008,3.11,0.00,0.00
683013,3.11,0.00,0.00
683017,3.11,0.00,0.00
683023,3.11,0.00,0.00
683028,3.11,0.00,0.00
683033,3.11,0.00,0.00
683037,3.11,0.00,0.00
683043,3.11,-1.53,0.00
683048,3.12,1.53,0.00
683053,3.12,1.53,0.00
683057,3.11,0.00,0.00
683063,3.12,1.53,0.00
683068,3.11,0.00,0.00
683073,3.11,0.00,0.00
683077,3.11,0.00,0.00
683083,3.11,0.00,0.00
683088,3.11,0.00,0.00
683093,3.11,0.00,0.00
683097,3.11,0.00,0.00
683103,3.11,0.00,0.00
683108,3.11,0.00,0.00
683113,3.12,1.53,0.00
683117,3.11,0.00,0.00
683123,3.12,0.00,0.00
683128,3.11,0.00,0.00
683133,3.11,-1.53,0.00
683137,3.11,0.00,0.00
683143,3.11,0.00,0.00
683148,3.11,0.00,0.00
683153,3.11,0.00,0.00
683157,3.11,0.00,0.00
683163,3.11,0.00,0.00
683168,3.11,0.00,0.00
683173,3.11,-1.53,0.00
683177,3.11,0.00,0.00
683183,3.12,0.00,0.00
683188,3.11,0.00,0.00
683193,3.11,0.00,0.00
683197,3.12,1.53,0.00
683203,3.12,1.53,0.00
683208,3.11,0.00,0.00
683213,3.12,1.53,0.00
683217,3.11,0.00,0.00
683223,3.11,0.00,0.00
683228,3.12,1.53,0.00
683233,3.11,0.00,0.00
683237,3.11,0.00,0.00
683243,3.11,0.00,0.00
683248,3.11,0.00,0.00
683253,3.11,0.00,0.00
683257,3.12,0.00,0.00
683263,3.11,0.00,0.00
683268,3.11,0.00,0.00
683273,3.11,0.00,0.00
683277,3.11,0.00,0.00
683283,3.11,0.00,0.00
683288,3.11,0.00,0.00
683293,3.12,1.53,0.00
683297,3.11,0.00,0.00
683303,3.11,0.00,0.00
683308,3.12,1.53,0.00
683313,3.11,-1.53,0.00
683317,3.11,0.00,0.00
683323,3.11,0.00,0.00
683328,3.11,0.00,0.00
683333,3.12,1.53,0.00
683337,3.12,1.53,0.00
683343,3.11,0.00,0.00
683348,3.11,-1.53,0.00
683353,3.11,-1.53,0.00
683357,3.12,1.53,0.00
683363,3.11,0.00,0.00
683368,3.12,1.53,0.00
683373,3.11,0.00,0.00
683377,3.12,0.00,0.00
683383,3.11,0.00,0.00
683388,3.11,-1.53,0.00
683393,3.11,0.00,0.00
683397,3.11,-1.53,0.00
683403,3.11,0.00,0.00
683408,3.11,0.00,0.00
683413,3.12,1.53,0.00
683417,3.11,0.00,0.00
683423,3.11,0.00,0.00
683428,3.11,0.00,0.00
683433,3.11,0.00,0.00
683437,3.11,-1.53,0.00
683443,3.11,0.00,0.00
683448,3.11,0.00,0.00
683453,3.11,0.00,0.00
683457,3.11,0.00,0.00
683463,3.11,0.00,0.00
683468,3.12,1.53,0.00
683473,3.11,0.00,0.00
683477,3.11,0.00,0.00
683483,3.12,1.53,0.00
683488,3.11,0.00,0.00
683493,3.11,0.00,0.00
683497,3.12,1.53,0.00
683503,3.11,0.00,0.00
683508,3.11,-1.53,0.00
683513,3.11,0.00,0.00
683517,3.12,0.00,0.00
683523,3.12,0.00,0.00
683528,3.11,0.00,0.00
683533,3.11,0.00,0.00
683537,3.11,0.00,0.00
683543,3.11,0.00,0.00
683548,3.11,0.00,0.00
683553,3.11,0.00,0.00
683557,3.11,0.00,0.00
683563,3.12,1.53,0.00
683568,3.11,-1.53,0.00
683573,3.12,1.53,0.00
683577,3.11,-1.53,0.00
683583,3.11,0.00,0.00
683588,3.12,0.00,0.00
683593,3.11,0.00,0.00
683597,3.12,1.53,0.00
683603,3.11,0.00,0.00
683608,3.12,1.53,0.00
683613,3.11,0.00,0.00
683617,3.12,0.00,0.00
683623,3.11,0.00,0.00
683628,3.11,-1.53,0.00
683633,3.11,0.00,0.00
683637,3.11,0.00,0.00
683643,3.11,0.00,0.00
683648,3.12,1.53,0.00
683653,3.12,0.00,0.00
683657,3.11,0.00,0.00
683663,3.11,0.00,0.00
683668,3.11,0.00,0.00
683673,3.11,0.00,0.00
683677,3.11,0.00,0.00
683683,3.12,1.53,0.00
683688,3.11,0.00,0.00
683693,3.11,0.00,0.00
683697,3.12,0.00,0.00
683703,3.11,0.00,0.00
683708,3.11,0.00,0.00
683713,3.11,0.00,0.00
683717,3.11,0.00,0.00
683723,3.12,1.53,0.00
683728,3.11,-1.53,0.00
683733,3.11,0.00,0.00
683737,3.11,0.00,0.00
683743,3.11,0.00,0.00
683748,3.11,0.00,0.00
683753,3.11,-1.53,0.00
683757,3.11,0.00,0.00
683763,3.11,0.00,0.00
683768,3.11,0.00,0.00
683773,3.11,0.00,0.00
683777,3.11,0.00,0.00
683783,3.12,1.53,0.00
683788,3.11,0.00,0.00
683793,3.11,0.00,0.00
683797,3.11,0.00,0.00
683803,3.12,1.53,0.00
683808,3.11,0.00,0.00
683813,3.11,0.00,0.00
683817,3.11,0.00,0.00
683823,3.11,0.00,0.00
683828,3.11,-1.53,0.00
683833,3.11,0.00,0.00
683837,3.11,0.00,0.00
683843,3.11,0.00,0.00
683848,3.11,0.00,0.00
683853,3.11,0.00,0.00
683857,3.11,-1.53,0.00
683863,3.11,0.00,0.00
683868,3.11,0.00,0.00
683873,3.11,0.00,0.00
683877,3.11,-1.53,0.00
683883,3.11,-1.53,0.00
683888,3.11,0.00,0.00
683893,3.11,0.00,0.00
683897,3.11,-1.53,0.00
683903,3.11,0.00,0.00
683908,3.11,0.00,0.00
683913,3.11,0.00,0.00
683917,3.11,0.00,0.00
683923,3.11,0.00,0.00
683928,3.11,0.00,0.00
683933,3.11,0.00,0.00
683937,3.11,0.00,0.00
683943,3.11,0.00,0.00
683948,3.11,0.00,0.00
683953,3.11,0.00,0.00
683957,3.11,0.00,0.00
683963,3.11,0.00,0.00
683968,3.11,-1.53,0.00
683973,3.11,0.00,0.00
683977,3.11,0.00,0.00
683983,3.11,0.00,0.00
683988,3.11,0.00,0.00
683993,3.11,0.00,0.00
683997,3.11,0.00,0.00
684003,3.11,0.00,0.00
684008,3.11,0.00,0.00
684013,3.11,0.00,0.00
684017,3.11,0.00,0.00
684023,3.11,0.00,0.00
684028,3.12,0.00,0.00
684033,3.11,0.00,0.00
684037,3.11,0.00,0.00
684043,3.11,0.00,0.00
684048,3.11,0.00,0.00
684053,3.12,1.53,0.00
684057,3.11,-1.53,0.00
684063,3.11,0.00,0.00
684068,3.11,0.00,0.00
684073,3.11,-1.53,0.00
684077,3.11,0.00,0.00
684083,3.11,0.00,0.00
684088,3.11,0.00,0.00
684093,3.11,0.00,0.00
684097,3.11,0.00,0.00
684103,3.11,0.00,0.00
684108,3.12,0.00,0.00
684113,3.11,0.00,0.00
684117,3.11,0.00,0.00
684123,3.11,0.00,0.00
684128,3.11,0.00,0.00
684133,3.11,0.00,0.00
684137,3.11,0.00,0.00
684143,3.11,0.00,0.00
684148,3.11,-1.53,0.00
684153,3.11,0.00,0.00
684157,3.12,1.53,0.00
684163,3.11,0.00,0.00
684168,3.11,0.00,0.00
684173,3.11,0.00,0.00
684177,3.11,0.00,0.00
684183,3.11,0.00,0.00
684188,3.11,0.00,0.00
684193,3.11,0.00,0.00
684197,3.12,0.00,0.00
684203,3.11,0.00,0.00
684208,3.11,-1.53,0.00
684213,3.11,0.00,0.00
684217,3.11,0.00,0.00
684223,3.11,0.00,0.00
684228,3.11,0.00,0.00
684233,3.11,0.00,0.00
684237,3.11,0.00,0.00
684243,3.11,0.00,0.00
684248,3.11,0.00,0.00
684253,3.11,0.00,0.00
684257,3.11,-1.53,0.00
684263,3.11,0.00,0.00
684268,3.11,0.00,0.00
684273,3.11,0.00,0.00
684277,3.11,0.00,0.00
684283,3.11,0.00,0.00
684288,3.11,0.00,0.00
684293,3.11,0.00,0.00
684297,3.12,1.53,0.00
684303,3.11,-1.53,0.00
684308,3.11,0.00,0.00
684313,3.11,0.00,0.00
684317,3.11,0.00,0.00
684323,3.11,-1.53,0.00
684328,3.11,0.00,0.00
684333,3.11,0.00,0.00
684337,3.11,0.00,0.00
684343,3.11,0.00,0.00
684348,3.11,0.00,0.00
684353,3.11,0.00,0.00
684357,3.11,0.00,0.00
684363,3.11,0.00,0.00
684368,3.11,0.00,0.00
684373,3.11,0.00,0.00
684377,3.11,0.00,0.00
684383,3.11,0.00,0.00
684388,3.11,0.00,0.00
684393,3.11,0.00,0.00
684397,3.11,0.00,0.00
684403,3.11,-1.53,0.00
684408,3.11,0.00,0.00
684413,3.11,0.00,0.00
684417,3.12,1.53,0.00
684423,3.11,0.00,0.00
684428,3.11,0.00,0.00
684433,3.11,0.00,0.00
684437,3.11,0.00,0.00
684443,3.11,0.00,0.00
684448,3.11,-1.53,0.00
684453,3.11,0.00,0.00
684457,3.11,0.00,0.00
684463,3.11,0.00,0.00
684468,3.11,0.00,0.00
684473,3.11,0.00,0.00
684477,3.11,0.00,0.00
684483,3.11,-1.53,0.00
684488,3.11,-1.53,0.00
684493,3.11,0.00,0.00
684497,3.11,0.00,0.00
684503,3.12,0.00,0.00
684508,3.11,0.00,0.00
684513,3.12,0.00,0.00
684517,3.11,0.00,0.00
684523,3.11,0.00,0.00
684528,3.11,0.00,0.00
684533,3.11,-1.53,0.00
684537,3.11,0.00,0.00
684543,3.11,0.00,0.00
684548,3.11,0.00,0.00
684553,3.11,0.00,0.00
684557,3.11,0.00,0.00
684563,3.11,0.00,0.00
684568,3.11,0.00,0.00
684573,3.11,-1.53,0.00
684577,3.11,0.00,0.00
684583,3.11,0.00,0.00
684588,3.11,0.00,0.00
684593,3.11,0.00,0.00
684597,3.11,-1.53,0.00
684603,3.11,0.00,0.00
684608,3.11,-1.53,0.00
684613,3.11,0.00,0.00
684617,3.12,0.00,0.00
684623,3.11,0.00,0.00
684628,3.11,0.00,0.00
684633,3.11,0.00,0.00
684637,3.11,0.00,0.00
684643,3.12,0.00,0.00
684648,3.11,0.00,0.00
684653,3.12,1.53,0.00
684657,3.11,0.00,0.00
684663,3.11,0.00,0.00
684668,3.11,0.00,0.00
684673,3.11,0.00,0.00
684677,3.11,0.00,0.00
684683,3.11,0.00,0.00
684688,3.11,0.00,0.00
684693,3.11,-1.53,0.00
684697,3.11,0.00,0.00
684703,3.11,0.00,0.00
684708,3.11,0.00,0.00
684713,3.11,0.00,0.00
684717,3.11,0.00,0.00
684723,3.11,0.00,0.00
684728,3.12,0.00,0.00
684733,3.11,-1.53,0.00
684737,3.12,0.00,0.00
684743,3.11,0.00,0.00
684748,3.12,1.53,0.00
684753,3.11,0.00,0.00
684757,3.12,0.00,0.00
684763,3.11,0.00,0.00
684768,3.11,0.00,0.00
684773,3.11,0.00,0.00
684777,3.11,0.00,0.00
684783,3.11,0.00,0.00
684788,3.11,0.00,0.00
684793,3.11,-1.53,0.00
684797,3.11,0.00,0.00
684803,3.11,0.00,0.00
684808,3.11,0.00,0.00
684813,3.11,0.00,0.00
684817,3.11,0.00,0.00
684823,3.11,0.00,0.00
684828,3.11,0.00,0.00
684833,3.11,0.00,0.00
684837,3.11,0.00,0.00
684843,3.11,0.00,0.00
684848,3.12,0.00,0.00
684853,3.11,0.00,0.00
684857,3.11,0.00,0.00
684863,3.11,0.00,0.00
684868,3.11,0.00,0.00
684873,3.11,0.00,0.00
684877,3.11,0.00,0.00
684883,3.11,0.00,0.00
684888,3.11,-1.53,0.00
684893,3.11,0.00,0.00
684897,3.11,0.00,0.00
684903,3.11,0.00,0.00
684908,3.11,0.00,0.00
684913,3.11,0.00,0.00
684917,3.11,0.00,0.00
684923,3.11,0.00,0.00
684928,3.11,0.00,0.00
684933,3.11,0.00,0.00
684937,3.12,0.00,0.00
684943,3.12,0.00,0.00
684948,3.12,0.00,0.00
684953,3.12,0.00,0.00
684957,3.12,0.00,0.00
684963,3.12,0.00,0.00
684968,3.12,0.00,0.00
684973,3.12,0.00,0.00
684977,3.12,1.53,0.00
684983,3.12,0.00,0.00
684988,3.12,0.00,0.00
684993,3.12,0.00,0.00
684997,3.12,0.00,0.00
685003,3.12,0.00,0.00
685008,3.12,0.00,0.00
685013,3.12,0.00,0.00
685017,3.12,0.00,0.00
685023,3.12,0.00,0.00
685028,3.11,0.00,0.00
685033,3.11,0.00,0.00
685037,3.11,-1.53,0.00
685043,3.11,0.00,0.00
685048,3.10,-1.53,0.00
685053,3.10,0.00,0.00
685057,3.09,-1.53,0.00
685063,3.08,-3.07,0.00
685068,3.08,-3.07,0.00
685073,3.06,-3.07,0.00
685077,3.05,-3.07,0.00
685083,3.04,-3.07,0.00
685088,3.02,-3.07,0.00
685093,3.01,-3.07,0.00
685097,2.99,-3.07,0.00
685103,2.97,-4.60,0.00
685108,2.95,-4.60,0.00
685113,2.92,-4.60,0.00
685117,2.90,-4.60,0.00
685123,2.88,-4.60,0.00
685128,2.85,-4.60,0.00
685133,2.82,-4.60,0.00
685137,2.80,-6.14,0.00
685143,2.77,-6.14,0.00
685148,2.74,-6.14,0.00
685153,2.71,-6.14,0.00
685157,2.69,-4.60,0.00
685163,2.66,-6.14,0.00
685168,2.63,-4.60,0.00
685173,2.60,-6.14,0.00
685177,2.57,-6.14,0.00
685183,2.54,-4.60,0.00
685188,2.51,386.56,0.00
685193,2.49,-6.14,0.00
685197,2.46,-6.14,0.00
685203,2.43,-6.14,0.00
685208,2.40,-6.14,0.00
685213,2.37,-6.14,0.00
685217,2.34,-6.14,0.00
685223,2.30,-7.67,0.00
685228,2.26,-6.14,0.00
685233,2.22,-6.14,0.00
685237,2.19,-7.67,0.00
685243,2.15,-7.67,0.00
685248,2.10,-9.20,0.00
685253,2.06,-7.67,0.00
685257,2.03,-6.14,0.00
685263,1.99,-7.67,0.00
685268,1.95,-6.14,0.00
685273,1.92,-6.14,0.00
685277,1.89,-7.67,0.00
685283,1.85,-7.67,0.00
685288,1.82,-6.14,0.00
685293,1.78,-7.67,0.00
685297,1.76,-4.60,0.00
685303,1.73,-6.14,0.00
685308,1.70,-6.14,0.00
685313,1.66,-6.14,0.00
685317,1.64,-6.14,0.00
685323,1.61,-6.14,0.00
685328,1.58,-4.60,0.00
685333,1.55,-6.14,0.00
685337,1.52,-6.14,0.00
685343,1.48,-7.67,0.00
685348,1.45,-7.67,0.00
685353,1.41,-7.67,0.00
685357,1.38,-6.14,0.00
685363,1.34,-7.67,0.00
685368,1.30,-7.67,0.00
685373,1.26,-7.67,0.00
685377,1.22,-9.20,0.00
685383,1.18,-7.67,0.00
685388,1.14,-7.67,0.00
685393,1.09,-9.20,0.00
685397,1.06,-9.20,0.00
685403,1.01,-9.20,0.00
685408,0.97,-9.20,0.00
685413,0.92,-7.67,0.00
685417,0.89,-7.67,0.00
685423,0.85,-7.67,0.00
685428,0.81,-7.67,0.00
685433,0.76,-7.67,0.00
685437,0.73,-7.67,0.00
685443,0.69,-7.67,0.00
685448,0.65,-7.67,0.00
685453,0.62,-6.14,0.00
685457,0.59,-6.14,0.00
685463,0.55,386.56,0.00
685468,0.52,-6.14,0.00
685473,0.48,-7.67,0.00
685477,0.46,-6.14,0.00
685483,0.42,-6.14,0.00
685488,0.39,-6.14,0.00
685493,0.36,-4.60,0.00
685497,0.34,-6.14,0.00
685503,0.31,-4.60,0.00
685508,0.28,-4.60,12.00
685513,0.26,-4.60,12.00
685517,0.23,-6.14,12.00
685523,0.20,-4.60,12.00
685528,0.17,-6.14,12.00
685533,0.14,-6.14,12.00
685537,0.12,-6.14,12.00
685543,0.09,-6.14,12.00
685548,0.06,-6.14,12.00
685553,0.03,-6.14,12.00
685557,0.00,-6.14,12.00
685563,-0.03,-6.14,12.00
685568,-0.06,-6.14,12.00
685573,-0.10,-6.14,12.00
685577,-0.12,-7.67,12.00
685583,-0.16,-6.14,12.00
685588,-0.19,-7.67,12.00
685593,-0.23,-6.14,12.00
685597,-0.25,-7.67,12.00
685603,-0.29,-6.14,12.00
685608,-0.32,-6.14,0.00
685613,-0.36,-6.14,0.00
685617,-0.38,-4.60,0.00
685623,-0.41,-6.14,0.00
685628,-0.43,-3.07,0.00
685633,-0.45,-4.60,0.00
685637,-0.47,-3.07,0.00
685643,-0.49,-3.07,0.00
685648,-0.50,-3.07,0.00
685653,-0.51,-1.53,0.00
685657,-0.52,-1.53,0.00
685663,-0.52,-1.53,0.00
685668,-0.52,-1.53,0.00
685673,-0.52,0.00,0.00
685677,-0.52,1.53,0.00
685683,-0.52,0.00,0.00
685688,-0.51,3.07,0.00
685693,-0.50,3.07,0.00
685697,-0.49,3.07,0.00
685703,-0.48,3.07,0.00
685708,-0.46,4.60,0.00
685713,-0.44,3.07,0.00
685717,-0.43,4.60,0.00
685723,-0.41,3.07,0.00
685728,-0.39,4.60,0.00
685733,-0.36,4.60,0.00
685737,-0.34,4.60,0.00
685743,-0.32,6.14,0.00
685748,-0.29,6.14,12.00
685753,-0.27,4.60,12.00
685757,-0.25,3.07,12.00
685763,-0.23,3.07,12.00
685768,-0.21,3.07,12.00
685773,-0.20,3.07,12.00
685777,-0.19,3.07,12.00
685783,-0.18,1.53,12.00
685788,-0.17,1.53,12.00
685793,-0.16,1.53,12.00
685797,-0.16,0.00,12.00
685803,-0.16,0.00,12.00
685808,-0.16,0.00,12.00
685813,-0.16,0.00,12.00
685817,-0.17,-1.53,12.00
685823,-0.17,-1.53,12.00
685828,-0.18,-1.53,12.00
685833,-0.19,-1.53,12.00
685837,-0.19,-1.53,12.00
685843,-0.20,-1.53,12.00
685848,-0.21,-1.53,12.00
685853,-0.23,-1.53,12.00
685857,-0.24,-3.07,12.00
685863,-0.25,-3.07,12.00
685868,-0.27,-3.07,12.00
685873,-0.28,-3.07,12.00
685877,-0.29,-3.07,12.00
685883,-0.30,-1.53,0.00
685888,-0.31,-3.07,0.00
685893,-0.32,-1.53,0.00
685897,-0.33,-1.53,0.00
685903,-0.33,-1.53,0.00
685908,-0.33,0.00,0.00
685913,-0.33,0.00,0.00
685917,-0.33,0.00,0.00
685923,-0.33,1.53,0.00
685928,-0.33,1.53,0.00
685933,-0.32,1.53,0.00
685937,-0.31,1.53,0.00
685943,-0.30,1.53,0.00
685948,-0.29,1.53,12.00
685953,-0.28,1.53,12.00
685957,-0.27,1.53,12.00
685963,-0.26,1.53,12.00
685968,-0.26,1.53,12.00
685973,-0.25,1.53,12.00
685977,-0.24,1.53,12.00
685983,-0.23,1.53,12.00
685988,-0.23,1.53,12.00
685993,-0.23,0.00,12.00
685997,-0.22,1.53,12.00
686003,-0.22,1.53,12.00
686008,-0.22,0.00,12.00
686013,-0.22,0.00,12.00
686017,-0.22,-1.53,12.00
686023,-0.22,0.00,12.00
686028,-0.22,0.00,12.00
686033,-0.22,0.00,12.00
686037,-0.22,0.00,12.00
686043,-0.22,0.00,12.00
686048,-0.22,0.00,12.00
686053,-0.22,0.00,12.00
686057,-0.22,0.00,12.00
686063,-0.22,0.00,12.00
686068,-0.23,-1.53,12.00
686073,-0.23,0.00,12.00
686077,-0.23,0.00,12.00
686083,-0.23,-1.53,12.00
686088,-0.23,-1.53,12.00
686093,-0.23,0.00,12.00
686097,-0.23,0.00,12.00
686103,-0.23,0.00,12.00
686108,-0.23,0.00,12.00
686113,-0.23,0.00,12.00
686117,-0.23,0.00,12.00
686123,-0.24,0.00,12.00
686128,-0.24,0.00,12.00
686133,-0.24,0.00,12.00
686137,-0.24,0.00,12.00
686143,-0.23,1.53,12.00
686148,-0.23,1.53,12.00
686153,-0.23,0.00,12.00
686157,-0.23,0.00,12.00
686163,-0.22,1.53,12.00
686168,-0.22,1.53,12.00
686173,-0.22,0.00,12.00
686177,-0.21,0.00,12.00
686183,-0.21,1.53,12.00
686188,-0.20,0.00,12.00
686193,-0.20,1.53,12.00
686197,-0.19,1.53,12.00
686203,-0.18,1.53,12.00
686208,-0.17,1.53,12.00
686213,-0.16,3.07,12.00
686217,-0.16,1.53,12.00
686223,-0.15,1.53,12.00
686228,-0.14,1.53,12.00
686233,-0.13,3.07,12.00
686237,-0.12,3.07,12.00
686243,-0.10,3.07,12.00
686248,-0.09,3.07,12.00
686253,-0.08,3.07,12.00
686257,-0.06,3.07,12.00
686263,-0.05,3.07,12.00
686268,-0.04,1.53,12.00
686273,-0.02,3.07,12.00
686277,-0.01,1.53,12.00
686283,0.00,3.07,12.00
686288,0.02,1.53,12.00
686293,0.03,3.07,12.00
686297,0.04,1.53,12.00
686303,0.05,1.53,12.00
686308,0.06,1.53,12.00
686313,0.08,3.07,12.00
686317,0.08,3.07,12.00
686323,0.09,1.53,12.00
686328,0.10,3.07,12.00
686333,0.11,1.53,12.00
686337,0.12,1.53,12.00
686343,0.13,1.53,12.00
686348,0.14,1.53,12.00
686353,0.14,0.00,12.00
686357,0.15,1.53,12.00
686363,0.15,0.00,12.00
686368,0.16,1.53,12.00
686373,0.16,0.00,12.00
686377,0.17,0.00,12.00
686383,0.17,0.00,12.00
686388,0.17,0.00,12.00
686393,0.17,0.00,12.00
686397,0.17,0.00,12.00
686403,0.18,0.00,12.00
686408,0.18,0.00,12.00
686413,0.18,1.53,12.00
686417,0.18,1.53,12.00
686423,0.18,0.00,12.00
686428,0.18,0.00,12.00
686433,0.18,0.00,12.00
686437,0.18,0.00,12.00
686443,0.18,0.00,12.00
686448,0.18,0.00,12.00
686453,0.18,0.00,12.00
686457,0.18,0.00,12.00
686463,0.18,0.00,12.00
686468,0.18,0.00,12.00
686473,0.18,0.00,12.00
686477,0.18,0.00,12.00
686483,0.18,0.00,12.00
686488,0.18,0.00,12.00
686493,0.18,0.00,12.00
686497,0.18,1.53,12.00
686503,0.18,0.00,12.00
686508,0.18,0.00,12.00
686513,0.18,0.00,12.00
686517,0.18,0.00,12.00
686523,0.18,0.00,12.00
686528,0.17,0.00,12.00
686533,0.17,0.00,12.00
686537,0.17,0.00,12.00
686543,0.18,0.00,12.00
686548,0.18,0.00,12.00
686553,0.18,0.00,12.00
686557,0.18,0.00,12.00
686563,0.18,0.00,12.00
686568,0.17,0.00,12.00
686573,0.17,0.00,12.00
686577,0.17,0.00,12.00
686583,0.17,0.00,12.00
686588,0.18,0.00,12.00
686593,0.18,0.00,12.00
686597,0.18,0.00,12.00
686603,0.17,0.00,12.00
686608,0.17,-1.53,12.00
686613,0.17,0.00,12.00
686617,0.17,-1.53,12.00
686623,0.17,0.00,12.00
686628,0.17,0.00,12.00
686633,0.17,0.00,12.00
686637,0.17,0.00,12.00
686643,0.16,-1.53,12.00
686648,0.16,0.00,12.00
686653,0.16,0.00,12.00
686657,0.16,0.00,12.00
686663,0.16,0.00,12.00
686668,0.15,-1.53,12.00
686673,0.15,0.00,12.00
686677,0.15,0.00,12.00
686683,0.15,0.00,12.00
686688,0.15,0.00,12.00
686693,0.15,0.00,12.00
686697,0.14,0.00,12.00
686703,0.14,-1.53,12.00
686708,0.14,0.00,12.00
686713,0.14,0.00,12.00
686717,0.14,0.00,12.00
686723,0.13,-1.53,12.00
686728,0.13,0.00,12.00
686733,0.13,-1.53,12.00
686737,0.12,-1.53,12.00
686743,0.12,-1.53,12.00
686748,0.12,-1.53,12.00
686753,0.12,0.00,12.00
686757,0.12,-1.53,12.00
686763,0.11,-1.53,12.00
686768,0.11,0.00,12.00
686773,0.10,0.00,12.00
686777,0.10,-1.53,12.00
686783,0.10,0.00,12.00
686788,0.09,0.00,12.00
